63	256	52	264	60	50
64	239	52	255	60	50
65	222	52	238	60	50
66	213	52	221	60	50
#Tree
67	31	367	160	432	60
68	176	416	192	432	60
69	832	351	1024	416	60
70	1904	383	1967	432	60
71	2383	303	2480	432	60
#SKy
72	86	26	1310	187	60
73	1335	23	1609	69	60
74	1750	57	1814	98	60
75	1360	144	1376	160	60
76	1932	23	2234	184	60
77	2323	25	2473	165	60
#Cloud
78	344	273	376	296	60
79	136	289	184	312	60
80	744	321	808	344	60
#cloudTeeth
81	18	52	34	68	50
#coinround
82	953	69	969	85	70
83	970	69	986	85	70
84	987	69	1003	85	70
85	1004	69	1020	85	70
86	1021	69	1037	85	70
#goal
87	508	176	596	345	80
88	4	4	252	173	80
89	2496	16	2832	263	60
#pipeblack
90	120	375	135	391	50
91	136	375	153	391	50
92	156	375	171	391	50
93	172	375	186	391	50
#diamond
94	494	222	510	238	50
#blackback
95	2525	25	2800	170	60
#Koopas
#walk left
50001	205	191	221	217	90
50002	222	191	238	217	90
#walk right
50011	187	191	202	217	90
50012	170	191	185	217	90
#die
50031	152	202	168	217	20
# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
# ==== MARIO =========
#idle BIG right
400	10001	100
#idle BIG left
401	10011	100
#idle small right
402	10021	100
#idle small left
403	10031	100
#walk right big
500	10001	100	10002	100	10003	100
#walk left big
501	10011	100	10012	100	10013	100
#walk right small
502	10021	100	10022	100	10023	100
#walk left small
503	10031	100	10032	100	10033	100
#die
599	10099	100
#jump small right
800	10034	100
#jum small left
801	10035	100
#jump BIG left down
802	10017	100
#jump BIG left dup
803	10015	100
#jump BIG right down
804	10016	100
#jump BIG right up
805	10014	100
#run small right
806	10021	30	10022	30	10023	30
#run small left
807	10031	30	10032	30	10033	30
#run2handright
808	100220	30	100221	30
#run2handleft
809	100320	30	100321	30
# ==== BRICK =========
601	20001	100
# ==== QUESTION MARK BRICK =========
602	40000	100	40001	100	40002	100	40003	100	40004	100
#======BRICKBLINK======

603	500	100	501	100	502	100	503	100

# ==== GOOMBA  =========
# walk
701	30001	100	30002	100
# die
702	30003	100
#====STREET=============
#start small
1	1	100
#between small
2	2	100
#end small
3	3	100
#startdown
4	4	100
#betwendown
5	5	100
#enddowm
6	6	100

#=====PIPE==============
#leftop
20	20	100
#righttop
21	21	100
#leftbot
22	22	100
#rightbot
23	23	100
#========boxpink=========
24	24	100
25	25	100
26	26	100
27	27	100
28	28	100
29	29	100
30	30	100
31	31	100
32	32	100
#=========boxblue=======
33	33	100
34	34	100
35	35	100
36	36	100
37	37	100
38	38	100
39	39	100
40	40	100
41	41	100
#========boxgren========
42	42	100
43	43	100
44	44	100
45	45	100
46	46	100
47	47	100
48	48	100
49	49	100
50	50	100
#=====boxwhite==========
51	51	100
52	52	100
53	53	100
54	54	100
55	55	100
56	56	100
57	57	100
58	58	100
59	59	100
#======blackshade========
60	60	100
61	61	100
62	62	100
63	63	100
64	64	100
65	65	100
66	66	100
#=========Tree========
67	67	100
68	68	100
69	69	100
70	70	100
71	71	100
#========Sky============
72	72	100
73	73	100
74	74	100
75	75	100
76	76	100
77	77	100
#=======cloud=====
78	78	100
79	79	100
80	80	100
#=======cloudteeth======
81	81	100
#=======roundcoin======
82	82	100	83	100	84	100	85	100	86	100
#=======Goal==========
87	87	100
88	88	100
89	89	100
#======blackpipe==========
90	90	100
91	91	100
92	92	100
93	93	100
#=====diamond========
94	94	100
#=======blackback=====
95	95	100
# ==== KOOPAS  =========
#walk left
901	50001	100	50002	100
#walk right
902	50011	100	50012	100
#die
903	50031	100
#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# MARIO
1	400	401	402	403	500	501	502	503	599	800	801	802	803	804	805	806	807	808	809
# BRICK 
2	601
# QUESTION MARK BRICK 
22	602
#BRICKBLINK
23	603
# GOOMBA
3	701	702
#KOOPAS
4	901	902	903
#STREET
#Startsmall
41	1
#betweem small
42	2	
#end small
43	3
#startdown
44	4	
#betwendown
45	5	
#enddowm
46	6	

#PIPE
#leftop
30	20	
#righttop
31	21
#leftbot
32	22	
#rightbot
33	23	
#boxpink
340	24
350	25
360	26
370	27
380	28
390	29
400	30
410	31
420	32
#boxblue
3300	33
3400	34
3500	35
3600	36
3700	37
3800	38
3900	39
4000	40
4100	41
#boxgren
4200	42
4300	43
4400	44
4500	45
4600	46
4700	47
4800	48
4900	49
5000	50
#boxwhite
510	51
520	52
530	53
540	54
550	55
560	56
570	57
580	58
590	59
#blackshade
60	60
61	61
62	62
63	63
64	64
65	65
66	66
#Tree
67	67
68	68
69	69
70	70
71	71
#SKY
72	72
73	73
74	74
75	75
76	76
77	77
#Cloud
78	78
79	79
80	80
#cloudteeth
81	81
#roundcoin
82	82
#Goal
87	87
88	88
89	89
#pipeblack
90	90
91	91
92	92
93	93
#diamond
94	94
#blackback
95	95
[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba,3=Koopas,4=Street,5=Pipe,6=Invisble,7=box,8=coin
#blackback
6	2256	528	95
#goal
6	2496	16	89
6	2496	263	87
6	2584	263	88
#coinsky	
8	1089	336	82
8	1121	304	82
8	1153	272	82
8	1185	240	82
8	1217	208	82

8	1345	96	82
8	1361	96	82
8	1377	96	82
8	1489	128	82
8	1505	128	82
8	1553	144	82
8	1569	144	82
8	1585	144	82
8	1601	144	82
8	1633	128	82
8	1649	128	82
8	1665	128	82
8	1681	128	82
8	1713	160	82
8	1745	128	82
8	1777	144	82
8	1825	112	82
8	1857	144	82
#coin3
8	2354	561	82
8	2370	545	82
8	2386	545	82
8	2402	561	82
8	2402	577	82
8	2402	609	82
8	2402	625	82
8	2386	641	82
8	2370	641	82
8	2354	625	82
8	2370	593	82
8	2386	593	82
#cloud
6	136	289	79
6	344	273	78
6	664	289	78
6	744	321	80
6	1192	289	78
6	1672	289	80
6	2344	305	78	
#Sky
6	86	26	72
6	1335	23	73
6	1750	57	74
6	1360	144	75
6	1932	23	76
6	2323	25	77
#Tree
6	31	367	67
#small
6	176	416	68
6	191	416	68
6	207	416	68

6	688	400	68
6	704	400	68
6	720	400	68
6	736	400	68
6	752	400	68
6	768	400	68

6	1056	400	68
6	1072	400	68

6	1200	416	68
6	1216	416	68
6	1232	416	68

6	1744	416	68
6	1760	416	68
6	1776	416	68

#big2
6	832	351	69
#big3
6	1904	383	70
#big4
6	2383	303	71
#boxblue1
7	288	352	3300
7	304	352	3400
7	320	352	3500
6	288	368	3600
6	304	368	3700
6	320	368	3800
6	288	384	3600
6	304	384	3700
6	320	384	3800
6	288	400	3600
6	304	400	3700
6	320	400	3800
6	288	416	3900
6	304	416	4000
6	320	416	4100
#boxpink1
7	256	384	340
7	272	384	350
7	288	384	360
6	256	400	370
6	272	400	380
6	288	400	390
6	256	416	400
6	272	416	410
6	288	416	420
#blackshade1
6	304	392	60
6	304	400	62
6	304	416	62
#blackshade2
6	336	360	60
6	336	368	62
6	336	384	62
6	336	400	62
6	336	416	62
#boxwhite1
7	528	320	510
7	544	320	520
7	560	320	520
7	576	320	530
6	528	348	540
6	544	348	550
6	560	348	550
6	576	348	560
6	528	336	540
6	544	336	550
6	560	336	550
6	576	336	560
6	528	352	540
6	544	352	550
6	560	352	550
6	576	352	560
6	528	368	540
6	544	368	550
6	560	368	550
6	576	368	560
6	528	384	540
6	544	384	550
6	560	384	550
6	576	384	560
6	528	416	570
6	544	416	580
6	560	416	580
6	576	416	590
6	528	400	540
6	544	400	550
6	560	400	550
6	576	400	560
#blackshadewhite1
6	591	328	60
6	591	336	62
6	591	352	62
6	591	368	62
6	591	384	62
6	591	400	62
#boxpink2
7	480	352	340
7	496	352	350
7	512	352	350
7	528	352	360
6	480	368	370
6	496	368	380
6	512	368	380
6	528	368	390
6	480	384	370
6	496	384	380
6	512	384	380
6	528	384	390
6	480	400	370
6	496	400	380
6	512	400	380
6	528	400	390
6	480	416	400
6	496	416	410
6	512	416	410
6	528	416	420
#blackshadepink2
6	543	360	60
6	543	368	62
6	543	384	62
6	543	400	62
6	543	416	62
#boxgren1
7	416	384	4200
7	432	384	4300
7	448	384	4300
7	464	384	4300
7	480	384	4400
6	416	400	4500
6	432	400	4600
6	448	400	4600
6	464	400	4600
6	480	400	4700
6	416	416	4800
6	432	416	4900
6	448	416	4900
6	464	416	4900
6	480	416	5000
#blackshadegren1
6	495	392	60
6	495	400	62
6	495	416	62
#boxgren2
7	528	400	4200
7	544	400	4300
7	560	400	4300
7	576	400	4300
7	592	400	4300
7	608	400	4400
6	528	416	4800
6	544	416	4900
6	560	416	4900
6	576	416	4900
6	592	416	4900
6	608	416	5000
#blackshadegren2
6	623	408	60
6	623	416	62
#boxblue2
7	1344	336	3300
7	1360	336	3400
7	1376	336	3400
7	1392	336	3400
7	1408	336	3400
7	1424	336	3400
7	1440	336	3500
6	1344	352	3600
6	1360	352	3700
6	1376	352	3700
6	1392	352	3700
6	1408	352	3700
6	1424	352	3700
6	1440	352	3800
6	1344	368	3600
6	1360	368	3700
6	1376	368	3700
6	1392	368	3700
6	1408	368	3700
6	1424	368	3700
6	1440	368	3800
6	1344	384	3600
6	1360	384	3700
6	1376	384	3700
6	1392	384	3700
6	1408	384	3700
6	1424	384	3700
6	1440	384	3800
6	1344	400	3600
6	1360	400	3700
6	1376	400	3700
6	1392	400	3700
6	1408	400	3700
6	1424	400	3700
6	1440	400	3800
6	1344	416	3900
6	1360	416	4000
6	1376	416	4000
6	1392	416	4000
6	1408	416	4000
6	1424	416	4000
6	1440	416	4100
#boxpink3
7	1312	368	340
7	1328	368	350
7	1344	368	350
7	1360	368	350
7	1376	368	350
7	1392	368	350
7	1408	368	360
6	1312	384	370
6	1328	384	380
6	1344	384	380
6	1360	384	380
6	1376	384	380
6	1392	384	380
6	1408	384	390
6	1312	400	370
6	1328	400	380
6	1344	400	380
6	1360	400	380
6	1376	400	380
6	1392	400	380
6	1408	400	390
6	1312	416	400
6	1328	416	410
6	1344	416	410
6	1360	416	410
6	1376	416	410
6	1392	416	410
6	1408	416	420
#boxgren3
7	1280	400	4200
7	1296	400	4300
7	1312	400	4300
7	1328	400	4300
7	1344	400	4300
7	1360	400	4300
7	1376	400	4400
6	1280	416	4800
6	1296	416	4900
6	1312	416	4900
6	1328	416	4900
6	1344	416	4900
6	1360	416	4900
6	1376	416	5000
#blackshadegren3
6	1391	408	60
6	1391	416	62
#blackshadepink3
6	1423	376	60
6	1423	384	62
6	1423	400	62
6	1423	416	62
#blackshadeblue2
6	1455	344	60
6	1455	352	62
6	1455	368	62
6	1455	384	62
6	1455	400	62
6	1455	416	62
#boxgren4
7	2192	288	4200
7	2208	288	4300
7	2224	288	4400
6	2192	304	4500
6	2208	304	4600
6	2224	304	4700
6	2192	320	4500
6	2208	320	4600
6	2224	320	4700
6	2192	336	4500
6	2208	336	4600
6	2224	336	4700
6	2192	352	4500
6	2208	352	4600
6	2224	352	4700
6	2192	368	4500
6	2208	368	4600
6	2224	368	4700
6	2192	384	4500
6	2208	384	4600
6	2224	384	4700
6	2192	400	4500
6	2208	400	4600
6	2224	400	4700
6	2192	416	4800
6	2208	416	4900
6	2224	416	5000
#boxpink4
7	2160	384	340
7	2176	384	350
7	2192	384	360
6	2160	400	370
6	2176	400	380
6	2192	400	390
6	2160	416	400
6	2176	416	410
6	2192	416	420
#blackshadepink4
6	2207	392	60
6	2207	400	62
6	2207	416	62
#blackshadegren4
6	2239	296	60
6	2239	304	62
6	2239	320	62
6	2239	336	62
6	2239	352	62
6	2239	368	62
6	2239	384	62
6	2239	400	62
6	2239	416	62
#boxpinksky
7	1328	160	340
7	1344	160	350
7	1360	160	350
7	1376	160	360
6	1328	176	400
6	1344	176	410
6	1360	176	410
6	1376	176	420
#blackshadepinksky
6	1391	168	60
6	1391	176	61
6	1391	191	63
6	1376	191	64
6	1360	191	64
6	1344	191	64
6	1336	191	66
# MARIO
0	33	400	1
#STREET
#StreetSmall1
4	17	432	41
4	33	432	42
4	49	432	42
4	65	432	42
4	81	432	42
4	97	432	42
4	113	432	42
4	129	432	42
4	145	432	42
4	161	432	42
4	177	432	42
4	193	432	42
4	209	432	42
4	225	432	42
4	241	432	42
4	257	432	42
4	273	432	42
4	289	432	42
4	305	432	42
4	321	432	42
4	337	432	42
4	353	432	42
4	369	432	42
4	385	432	42
4	401	432	42
4	417	432	42
4	433	432	42
4	449	432	42
4	465	432	42
4	481	432	42
4	497	432	42
4	513	432	42
4	529	432	42
4	545	432	42
4	561	432	42
4	577	432	42
4	593	432	42
4	609	432	42
4	625	432	43
#StreetBig1
#down
4	641	432	44
4	657	432	45
4	673	432	45
4	689	432	45
4	705	432	45
4	721	432	45
4	737	432	45
4	753	432	45
4	769	432	45
4	785	432	45
4	801	432	45
4	817	432	45
4	833	432	45
4	849	432	45
4	865	432	45
4	881	432	45
4	897	432	45
4	913	432	45
4	929	432	45
4	945	432	45
4	961	432	45
4	977	432	45
4	993	432	45
4	1009	432	45
4	1025	432	45
4	1041	432	45
4	1057	432	45
4	1073	432	45
4	1089	432	46
#up
4	641	416	41
4	657	416	42
4	673	416	42
4	689	416	42
4	705	416	42
4	721	416	42
4	737	416	42
4	753	416	42
4	769	416	42
4	785	416	42
4	801	416	42
4	817	416	42
4	833	416	42
4	849	416	42
4	865	416	42
4	881	416	42
4	897	416	42
4	913	416	42
4	929	416	42
4	945	416	42
4	961	416	42
4	977	416	42
4	993	416	42
4	1009	416	42
4	1025	416	42
4	1041	416	42
4	1057	416	42
4	1073	416	42
4	1089	416	43
#Streetsmall2
4	1168	432	41
4	1184	432	42
4	1200	432	42
4	1216	432	42
4	1232	432	42
4	1248	432	42
4	1264	432	42
4	1280	432	42
4	1296	432	42
4	1312	432	42
4	1328	432	42
4	1344	432	42
4	1360	432	42
4	1376	432	42
4	1392	432	42
4	1408	432	42
4	1424	432	42
4	1440	432	42
4	1456	432	42
4	1472	432	42
4	1488	432	42
4	1504	432	43
#Streetsmall3
4	1552	432	41
4	1568	432	42
4	1584	432	42
4	1600	432	42
4	1616	432	43
#Streetsmall4
4	1680	432	41
4	1696	432	42
4	1712	432	42
4	1728	432	42
4	1744	432	42
4	1760	432	42
4	1776	432	42
4	1792	432	42
4	1808	432	42
4	1824	432	42
4	1840	432	42
4	1856	432	42
4	1872	432	42
4	1888	432	42
4	1904	432	42
4	1920	432	42
4	1936	432	42
4	1952	432	42
4	1968	432	42
4	1984	432	42
4	2000	432	42
4	2016	432	42
4	2032	432	42
4	2048	432	42
4	2064	432	42
4	2080	432	42
4	2096	432	42
4	2112	432	42
4	2128	432	42
4	2144	432	42
4	2160	432	42
4	2176	432	42
4	2192	432	42
4	2208	432	42
4	2224	432	42
4	2240	432	43
#Streetsmall5
4	2272	432	41
4	2288	432	42
4	2304	432	42
4	2320	432	42
4	2336	432	42
4	2352	432	42
4	2368	432	42
4	2384	432	42
4	2400	432	42
4	2416	432	42
4	2432	432	42
4	2448	432	42
4	2464	432	42
4	2480	432	42
4	2496	432	42
4	2512	432	42
4	2528	432	42
4	2544	432	42
4	2560	432	42
4	2576	432	42
4	2592	432	42
4	2608	432	42
4	2624	432	42
4	2640	432	42
4	2656	432	42
4	2672	432	42
4	2688	432	42
4	2704	432	42
4	2720	432	42
4	2736	432	42
4	2752	432	42
4	2768	432	42
4	2784	432	42
4	2800	432	42
4	2816	432	43
#QUESTION MARK BRICK
1	192	368	22
1	208	368	22

1	240	320	22
1	256	320	22
	
1	432	336	22

1	672	400	22

1	720	368	22

1	1488	384	22
#BRICKBLINK
1	1967	416	23
1	1983	416	23
1	1999	416	23
1	2015	416	23
1	2031	416	23
1	2047	416	23
1	2063	416	23

1	1983	400	23
1	1999	400	23
1	2015	400	23
1	2031	400	23
1	2047	400	23

1	1999	384	23
1	2015	384	23
1	2031	384	23
1	2047	384	23

1	2112	416	23
1	2128	416	23

1	2112	400	23

1	1456	144	23
#PIPE
#PIPE1
1	368	384	30
1	384	384	31
5	369	400	32
5	369	416	32
5	384	400	33
5	384	416	33
#pipe2
1	1808	400	30
1	1824	400	31
5	1809	416	32
5	1824	416	33
#pipe3
1	1872	384	30
5	1873	400	32
5	1873	416	32
1	1888	384	31
5	1888	400	33
5	1888	416	33
#pipe4
1	2272	128	30
1	2288	128	31
5	2273	144	32
5	2273	160	32
5	2273	176	32
5	2273	192	32
5	2273	208	32
5	2273	224	32
5	2273	240	32
5	2273	256	32
5	2273	272	32
5	2273	288	32
5	2273	304	32
5	2288	144	33
5	2288	160	33
5	2288	176	33
5	2288	192	33
5	2288	208	33
5	2288	224	33
5	2288	240	33
5	2288	256	33
5	2288	272	33
5	2288	288	33
5	2288	304	33
#Pipe5
5	2273	400	32
5	2273	416	32
5	2288	400	33
5	2288	416	33
#Pipe6
1	2336	400	30
1	2352	400	31
5	2337	416	32
5	2352	416	33
#brick1
1	1520	352	2
1	1536	352	2
#brick2
1	1584	416	2
1	1600	416	2
1	1616	416	2
1	1600	400	2
1	1616	400	2
1	1616	386	2
#brick3
1	1680	416	2
1	1696	416	2
1	1712	416	2
1	1680	400	2
1	1696	400	2
1	1680	386	2
#brick4
1	2272	320	2
1	2288	320	2
1	2272	384	2
1	2288	384	2
#coudteeth
1	1424	208	81
1	1440	208	81
1	1456	208	81
1	1472	208	81

1	1504	192	81
1	1520	192	81
1	1536	192	81
1	1552	192	81
1	1568	192	81
1	1584	192	81
1	1600	192	81
1	1616	192	81
1	1632	192	81
1	1648	192	81
1	1664	192	81
1	1680	192	81
1	1696	192	81
#blackpipe
5	2272	528	90
1	2287	528	91
5	2273	512	92
5	2288	512	93

5	2496	528	90
1	2511	528	91
5	2497	512	92
5	2512	512	93
#diamond
1	2144	512	94
1	2160	512	94
1	2176	512	94
1	2192	512	94
1	2208	512	94
1	2224	512	94
1	2240	512	94
1	2256	512	94
1	2144	528	94
1	2160	528	94
1	2176	528	94
1	2192	528	94
1	2208	528	94
1	2224	528	94
1	2240	528	94
1	2256	528	94
1	2144	544	94
1	2160	544	94
1	2176	544	94
1	2192	544	94
1	2208	544	94
1	2224	544	94
1	2240	544	94
1	2256	544	94
1	2144	560	94
1	2160	560	94
1	2176	560	94
1	2192	560	94
1	2208	560	94
1	2224	560	94
1	2240	560	94
1	2256	560	94
1	2144	576	94
1	2160	576	94
1	2176	576	94
1	2192	576	94
1	2208	576	94
1	2224	576	94
1	2240	576	94
1	2256	576	94
1	2144	592	94
1	2160	592	94
1	2176	592	94
1	2192	592	94
1	2208	592	94
1	2224	592	94
1	2240	592	94
1	2256	592	94
1	2144	608	94
1	2160	608	94
1	2176	608	94
1	2192	608	94
1	2208	608	94
1	2224	608	94
1	2240	608	94
1	2256	608	94
1	2144	624	94
1	2160	624	94
1	2176	624	94
1	2192	624	94
1	2208	624	94
1	2224	624	94
1	2240	624	94
1	2256	624	94
1	2144	640	94
1	2160	640	94
1	2176	640	94
1	2192	640	94
1	2208	640	94
1	2224	640	94
1	2240	640	94
1	2256	640	94
1	2144	656	94
1	2160	656	94
1	2176	656	94
1	2192	656	94
1	2208	656	94
1	2224	656	94
1	2240	656	94
1	2256	656	94
1	2144	672	94
1	2160	672	94
1	2176	672	94
1	2192	672	94
1	2208	672	94
1	2224	672	94
1	2240	672	94
1	2256	672	94
1	2144	688	94
1	2160	688	94
1	2176	688	94
1	2192	688	94
1	2208	688	94
1	2224	688	94
1	2240	688	94
1	2256	688	94

1	2528	512	94
1	2544	512	94
1	2560	512	94
1	2576	512	94
1	2592	512	94
1	2608	512	94
1	2624	512	94
1	2640	512	94
1	2528	528	94
1	2544	528	94
1	2560	528	94
1	2576	528	94
1	2592	528	94
1	2608	528	94
1	2624	528	94
1	2640	528	94
1	2528	544	94
1	2544	544	94
1	2560	544	94
1	2576	544	94
1	2592	544	94
1	2608	544	94
1	2624	544	94
1	2640	544	94
1	2528	560	94
1	2544	560	94
1	2560	560	94
1	2576	560	94
1	2592	560	94
1	2608	560	94
1	2624	560	94
1	2640	560	94
1	2528	576	94
1	2544	576	94
1	2560	576	94
1	2576	576	94
1	2592	576	94
1	2608	576	94
1	2624	576	94
1	2640	576	94
1	2528	592	94
1	2544	592	94
1	2560	592	94
1	2576	592	94
1	2592	592	94
1	2608	592	94
1	2624	592	94
1	2640	592	94
1	2528	608	94
1	2544	608	94
1	2560	608	94
1	2576	608	94
1	2592	608	94
1	2608	608	94
1	2624	608	94
1	2640	608	94
1	2528	624	94
1	2544	624	94
1	2560	624	94
1	2576	624	94
1	2592	624	94
1	2608	624	94
1	2624	624	94
1	2640	624	94
1	2528	640	94
1	2544	640	94
1	2560	640	94
1	2576	640	94
1	2592	640	94
1	2608	640	94
1	2624	640	94
1	2640	640	94
1	2528	656	94
1	2544	656	94
1	2560	656	94
1	2576	656	94
1	2592	656	94
1	2608	656	94
1	2624	656	94
1	2640	656	94
1	2528	672	94
1	2544	672	94
1	2560	672	94
1	2576	672	94
1	2592	672	94
1	2608	672	94
1	2624	672	94
1	2640	672	94
1	2528	688	94
1	2544	688	94
1	2560	688	94
1	2576	688	94
1	2592	688	94
1	2608	688	94
1	2624	688	94
1	2640	688	94


1	2304	512	94
1	2320	512	94
1	2336	512	94
1	2352	512	94
1	2368	512	94
1	2384	512	94
1	2400	512	94
1	2416	512	94
1	2432	512	94
1	2448	512	94
1	2464	512	94
1	2480	512	94

1	2272	672	94
1	2288	672	94
1	2304	672	94
1	2320	672	94
1	2336	672	94
1	2352	672	94
1	2368	672	94
1	2384	672	94
1	2400	672	94
1	2416	672	94
1	2432	672	94
1	2448	672	94
1	2464	672	94
1	2480	672	94
1	2496	672	94
1	2512	672	94
1	2528	672	94

1	2272	688	94
1	2288	688	94
1	2304	688	94
1	2320	688	94
1	2336	688	94
1	2352	688	94
1	2368	688	94
1	2384	688	94
1	2400	688	94
1	2416	688	94
1	2432	688	94
1	2448	688	94
1	2464	688	94
1	2480	688	94
1	2496	688	94
1	2512	688	94
1	2528	688	94

1	2400	656	94
1	2416	656	94
1	2432	656	94
1	2448	656	94
1	2464	656	94
1	2480	656	94
1	2496	656	94
1	2512	656	94

1	2416	640	94
1	2432	640	94
1	2448	640	94
1	2464	640	94
1	2480	640	94
1	2496	640	94
1	2512	640	94

1	2432	624	94
1	2448	624	94
1	2464	624	94
1	2480	624	94
1	2496	624	94
1	2512	624	94

1	2448	608	94
1	2464	608	94
1	2480	608	94
1	2496	608	94
1	2512	608	94

1	2464	592	94
1	2480	592	94
1	2496	592	94
1	2512	592	94

1	2480	576	94
1	2496	576	94
1	2512	576	94
#Goomba
2	240	417	3
2	528	417	3
2	848	401	3
2	896	401	3
#Koopas
3	1488	406	4


	



















